Date,Open,High,Low,Close,Adj Close,Volume
2019-07-01,9990.940430,10091.480469,9733.490234,9919.269531,9919.269531,1484641000
2019-08-01,9885.750000,9958.009766,9464.410156,9895.650391,9895.650391,1434670700
2019-09-01,9903.940430,10140.929688,9829.280273,10078.320313,10078.320313,1431659000
2019-10-01,10101.530273,10287.830078,9682.360352,10219.820313,10219.820313,1452647500
2019-11-01,10235.559570,10544.040039,10223.799805,10493.240234,10493.240234,1147705700
2019-12-01,10498.599609,10755.679688,10221.509766,10616.940430,10616.940430,1027677300
2020-01-01,10616.940430,10960.750000,10536.280273,10627.879883,10627.879883,1271936400
2020-02-01,10650.019531,11270.000000,9725.320313,9831.030273,9831.030273,1661641000
2020-03-01,9844.269531,10321.419922,7650.229980,9311.919922,9311.919922,3597547000
2020-04-01,9311.919922,9948.839844,9036.730469,9629.400391,9629.400391,1719803400
2020-05-01,9618.929688,9966.049805,9389.660156,9831.490234,9831.490234,1479266000
2020-06-01,9874.839844,10291.459961,9633.200195,10045.299805,10045.299805,1748553100
2020-07-01,10027.450195,10535.330078,9984.990234,10005.900391,10005.900391,1266308000
2020-08-01,10013.360352,10356.750000,9999.549805,10135.559570,10135.559570,903604200
2020-09-01,10228.969727,10591.660156,10091.980469,10187.000000,10187.000000,1359574300
2020-10-01,10256.950195,10407.009766,9494.519531,9587.150391,9587.150391,1253350200
2020-11-01,9595.660156,10644.219727,9556.929688,10476.429688,10476.429688,1516460400
2020-12-01,10473.330078,10749.679688,10237.940430,10703.509766,10703.509766,1160812600
2021-01-01,10718.650391,11014.280273,10591.059570,10591.059570,10591.059570,1061977600
2021-02-01,10666.160156,10953.419922,10513.429688,10522.219727,10522.219727,856139100
2021-03-01,10659.259766,11143.860352,10606.080078,11047.370117,11047.370117,1245244900
2021-04-01,11102.290039,11266.780273,11022.339844,11022.339844,11022.339844,1136537400
2021-05-01,11072.540039,11148.059570,10959.780273,10970.929688,10970.929688,84459800
